單位代碼,單位全銜,單位縮寫,階層,上層單位代碼
395000000A,臺南市政府,臺南市政府,0,300000000A
395000100A,臺南市政府資訊中心 (106.11.1起停用),資訊中心 (106.11.1起停用),2,395002900-
395000111-,臺南市政府資訊中心規劃設計組 (106.11.1起停用),規劃設計組 (106.11.1起停用),3,395000100A
395000112-,臺南市政府資訊中心系統維護組 (106.11.1起停用),系統維護組 (106.11.1起停用),3,395000100A
395000121-,臺南市政府資訊中心駐府人員 (106.11.1起停用),駐府人員 (106.11.1起停用),3,395000100A
395000200A,臺南市政府公務人力發展中心,人力中心,2,395002600-
395000211-,臺南市政府公務人力發展中心教務組,教務組,3,395000200A
395000212-,臺南市政府公務人力發展中心總務組,總務組,3,395000200A
395000300A,臺南市政府智慧發展中心,智慧發展中心,2,395002900-
395000321-,臺南市政府智慧發展中心數位創新組,數位創新組,3,395000300A
395000322-,臺南市政府智慧發展中心資訊管理組,資訊管理組,3,395000300A
395000323-,臺南市政府智慧發展中心智慧應用組,智慧應用組,3,395000300A
395000331-,臺南市政府智慧發展中心駐府人員,駐府人員,3,395000300A444
395001100-,臺南市政府府本部,府本部,1,395000000A
395001101-,臺南市政府市長辦公室,市長辦公室,2,395001100-
395001102-,臺南市政府副市長辦公室,副市長辦公室,2,395001100-
395001103-,臺南市政府秘書長辦公室,秘書長辦公室,2,395001100-
395001104-,臺南市政府副秘書長辦公室,副秘書長辦公室,2,395001100-
395001105-,臺南市政府幕僚辦公室,幕僚辦公室,2,395001100-
395001116-,臺南市政府災害防救辦公室,災防辦公室,2,395001100-
3950011161,臺南市政府災害防救辦公室減災規劃組,減災規劃組,3,395001116-
3950011162,臺南市政府災害防救辦公室災害應變組,災害應變組,3,395001116-
3950011163,臺南市政府災害防救辦公室調查復原組,調查復原組,3,395001116-
3950011164,臺南市政府災害防救辦公室管考協調組,管考協調組,3,395001116-
395001117-,臺南市新大同營造中心,新大同營造中心,2,395001100-
395001118-,臺南市政府推動英語為第二官方語言專案辦公室,官方語專案辦公室,2,395001100-
395001131-,(外) 臺南市工商策進會,(外) 工商策進會,2,395001100-
395002100-,臺南市政府秘書處,秘書處,1,395000000A
395002111-,臺南市政府秘書處文書科,文書科,2,395002100-
3950021111,臺南市政府秘書處文書科一股,文書科一股,3,395002111-
3950021112,臺南市政府秘書處文書科二股,文書科二股,3,395002111-
395002112-,臺南市政府秘書處總務科,總務科,2,395002100-
3950021121,臺南市政府秘書處總務科一股,總務科一股,3,395002112-
3950021122,臺南市政府秘書處總務科二股,總務科二股,3,395002112-
395002113-,臺南市政府秘書處採購企劃管理科,採購企劃管理科,2,395002100-
395002114-,臺南市政府秘書處廳舍管理科,廳舍管理科,2,395002100-
395002115-,臺南市政府秘書處機要科,機要科,2,395002100-
395002116-,臺南市政府秘書處檔案科,檔案科,2,395002100-
395002300-,臺南市政府法制處,法制處,1,395000000A
395002305-,臺南市政府法制處消費者保護官室,消費者保護官室,2,395002300-
395002311-,臺南市政府法制處法制行政科,法制行政科,2,395002300-
395002312-,臺南市政府法制處行政救濟科,行政救濟科,2,395002300-
395002313-,臺南市政府法制處法規審議科,法規審議科,2,395002300-
395002400-,臺南市政府新聞及國際關係處,新聞及國際關係處,1,395000000A
395002421-,新聞及國際關係處影視數位行銷科,影視數位行銷科,2,395002400-
395002422-,新聞及國際關係處新聞傳播科,新聞傳播科,2,395002400-
395002423-,新聞及國際關係處國際關係科,國際關係科,2,395002400-
395002424-,新聞及國際關係處綜合企劃科,綜合企劃科,2,395002400-
395002500-,臺南市政府民族事務委員會,民族事務委員會,1,395000000A
395002511-,臺南市政府民族事務委員會原住民事務科,原住民事務科,2,395002500-
395002512-,臺南市政府民族事務委員會客家事務科,客家事務科,2,395002500-
395002513-,臺南市政府民族事務委員會綜合規劃科,綜合規劃科,2,395002500-
395002600-,臺南市政府人事處,人事處,1,395000000A
395002611-,臺南市政府人事處企劃科,企劃科,2,395002600-
3950026111,臺南市政府人事處企劃科一股,企劃科一股,3,395002611-
3950026112,臺南市政府人事處企劃科二股,企劃科二股,3,395002611-
395002612-,臺南市政府人事處考訓科,考訓科,2,395002600-
395002613-,臺南市政府人事處給與科,給與科,2,395002600-
395002614-,臺南市政府人事處人力科,人力科,2,395002600-
3950026141,臺南市政府人事處人力科一股,人力科一股,3,395002614-
3950026142,臺南市政府人事處人力科二股,人力科二股,3,395002614-
395002700-,臺南市政府主計處,主計處,1,395000000A
395002711-,臺南市政府主計處公務預算科,公務預算科,2,395002700-
3950027111,臺南市政府主計處公務預算科一股,公務預算科一股,3,395002711-
3950027112,臺南市政府主計處公務預算科二股,公務預算科二股,3,395002711-
395002712-,臺南市政府主計處會計科,會計科,2,395002700-
395002713-,臺南市政府主計處決算科,決算科,2,395002700-
395002714-,臺南市政府主計處統計科,統計科,2,395002700-
395002715-,臺南市政府主計處基金預算科,基金預算科,2,395002700-
395002800-,臺南市政府政風處,政風處,1,395000000A
395002811-,臺南市政府政風處政風行政科,政風行政科,2,395002800-
395002812-,臺南市政府政風處政風預防科,政風預防科,2,395002800-
3950028121,臺南市政府政風處政風預防科一股,政風預防科一股,3,395002812-
3950028122,臺南市政府政風處政風預防科二股,政風預防科二股,3,395002812-
395002813-,臺南市政府政風處政風查處科,政風查處科,2,395002800-
395002900-,臺南市政府研究發展考核委員會,研考會,1,395000000A
395002911-,研究發展考核委員會管制考核科,管制考核科,2,395002900-
395002912-,研究發展考核委員會綜規研展科,綜規研展科,2,395002900-
395002931-,研究發展考核委員會市民服務中心,市民服務中心,2,395002900-
395002932-,研究發展考核委員會話務中心,話務中心,2,395002900-
395020000A,臺南市政府民政局,民政局,1,395000000A
395020011-,臺南市政府民政局秘書室,秘書室,2,395020000A
395020012-,臺南市政府民政局人事室,人事室,2,395020000A
395020013-,臺南市政府民政局會計室,會計室,2,395020000A
395020014-,臺南市政府民政局政風室,政風室,2,395020000A
395020021-,臺南市政府民政局戶政科,戶政科,2,395020000A
395020022-,臺南市政府民政局生命事業科,生命事業科,2,395020000A
395020023-,臺南市政府民政局自治行政科,自治行政科,2,395020000A
395020024-,臺南市政府民政局宗教禮俗科,宗教禮俗科,2,395020000A
395020025-,臺南市政府民政局區里行政科,區里行政科,2,395020000A
395020026-,臺南市政府民政局兵役後勤科,兵役後勤科,2,395020000A
395020027-,臺南市政府民政局兵役徵集科,兵役徵集科,2,395020000A
395020100A,臺南市殯葬管理所,殯葬管理所,2,395020000A
395020111-,臺南市殯葬管理所第一組,第一組,3,395020100A
395020112-,臺南市殯葬管理所第二組,第二組,3,395020100A
395020113-,臺南市殯葬管理所第三組,第三組,3,395020100A
395022000A,"臺南市東區戶政事務所 (舊,106.7.4註銷)","東區戶政所 (舊,106.7.4註銷)",2,395020000A
395022100A,"臺南市南區戶政事務所 (舊,106.7.4註銷)","南區戶政所 (舊,106.7.4註銷)",2,395020000A
395022200A,"臺南市北區戶政事務所 (舊,106.7.4註銷)","北區戶政所 (舊,106.7.4註銷)",2,395020000A
395022300A,"臺南市安南區戶政事務所 (舊,106.7.4註銷)","安南區戶政所 (舊,106.7.4註銷)",2,395020000A
395022400A,"臺南市安平區戶政事務所 (舊,106.7.4註銷)","安平區戶政所 (舊,106.7.4註銷)",2,395020000A
395022500A,"臺南市中西區戶政事務所 (舊,106.7.4註銷)","中西區戶政所 (舊,106.7.4註銷)",2,395020000A
395022600A,"臺南市新營區戶政事務所 (舊,106.7.4註銷)","新營區戶政所 (舊,106.7.4註銷)",2,395020000A
395022700A,"臺南市鹽水區戶政事務所 (舊,106.7.4註銷)","鹽水區戶政所 (舊,106.7.4註銷)",2,395020000A
395022800A,"臺南市柳營區戶政事務所 (舊,106.7.4註銷)","柳營區戶政所 (舊,106.7.4註銷)",2,395020000A
395022900A,"臺南市白河區戶政事務所 (舊,106.7.4註銷)","白河區戶政所 (舊,106.7.4註銷)",2,395020000A
395023000A,"臺南市後壁區戶政事務所 (舊,106.7.4註銷)","後壁區戶政所 (舊,106.7.4註銷)",2,395020000A
395023100A,"臺南市東山區戶政事務所 (舊,106.7.4註銷)","東山區戶政所 (舊,106.7.4註銷)",2,395020000A
395023200A,"臺南市麻豆區戶政事務所 (舊,106.7.4註銷)","麻豆區戶政所 (舊,106.7.4註銷)",2,395020000A
395023300A,"臺南市下營區戶政事務所 (舊,106.7.4註銷)","下營區戶政所 (舊,106.7.4註銷)",2,395020000A
395023400A,"臺南市六甲區戶政事務所 (舊,106.7.4註銷)","六甲區戶政所 (舊,106.7.4註銷)",2,395020000A
395023500A,"臺南市官田區戶政事務所 (舊,106.7.4註銷)","官田區戶政所 (舊,106.7.4註銷)",2,395020000A
395023600A,"臺南市佳里區戶政事務所 (舊,106.7.4註銷)","佳里區戶政所 (舊,106.7.4註銷)",2,395020000A
395023700A,"臺南市西港區戶政事務所 (舊,106.7.4註銷)","西港區戶政所 (舊,106.7.4註銷)",2,395020000A
395023800A,"臺南市七股區戶政事務所 (舊,106.7.4註銷)","七股區戶政所 (舊,106.7.4註銷)",2,395020000A
395023900A,"臺南市學甲區戶政事務所 (舊,106.7.4註銷)","學甲區戶政所 (舊,106.7.4註銷)",2,395020000A
395024000A,"臺南市將軍區戶政事務所 (舊,106.7.4註銷)","將軍區戶政所 (舊,106.7.4註銷)",2,395020000A
395024100A,"臺南市北門區戶政事務所 (舊,106.7.4註銷)","北門區戶政所 (舊,106.7.4註銷)",2,395020000A
395024200A,"臺南市新化區戶政事務所 (舊,106.7.4註銷)","新化區戶政所 (舊,106.7.4註銷)",2,395020000A
395024300A,"臺南市山上區戶政事務所 (舊,106.7.4註銷)","山上區戶政所 (舊,106.7.4註銷)",2,395020000A
395024400A,"臺南市左鎮區戶政事務所 (舊,106.7.4註銷)","左鎮區戶政所 (舊,106.7.4註銷)",2,395020000A
395024500A,"臺南市善化區戶政事務所 (舊,106.7.4註銷)","善化區戶政所 (舊,106.7.4註銷)",2,395020000A
395024600A,"臺南市安定區戶政事務所 (舊,106.7.4註銷)","安定區戶政所 (舊,106.7.4註銷)",2,395020000A
395024700A,"臺南市大內區戶政事務所 (舊,106.7.4註銷)","大內區戶政所 (舊,106.7.4註銷)",2,395020000A
395024800A,"臺南市玉井區戶政事務所 (舊,106.7.4註銷)","玉井區戶政所 (舊,106.7.4註銷)",2,395020000A
395024900A,"臺南市楠西區戶政事務所 (舊,106.7.4註銷)","楠西區戶政所 (舊,106.7.4註銷)",2,395020000A
395025000A,"臺南市南化區戶政事務所 (舊,106.7.4註銷)","南化區戶政所 (舊,106.7.4註銷)",2,395020000A
395025100A,"臺南市歸仁區戶政事務所 (舊,106.7.4註銷)","歸仁區戶政所 (舊,106.7.4註銷)",2,395020000A
395025200A,"臺南市仁德區戶政事務所 (舊,106.7.4註銷)","仁德區戶政所 (舊,106.7.4註銷",2,395020000A
395025300A,"臺南市關廟區戶政事務所 (舊,106.7.4註銷)","關廟區戶政所 (舊,106.7.4註銷)",2,395020000A
395025400A,"臺南市龍崎區戶政事務所 (舊,106.7.4註銷)","龍崎區戶政所 (舊,106.7.4註銷)",2,395020000A
395025500A,"臺南市新市區戶政事務所 (舊,106.7.4註銷)","新市區戶政所 (舊,106.7.4註銷)",2,395020000A
395025600A,"臺南市永康區戶政事務所 (舊,106.7.4註銷)","永康區戶政所 (舊,106.7.4註銷)",2,395020000A
395025700A,臺南市永康戶政事務所,永康戶政所,2,395020000A
395025800A,臺南市府東戶政事務所,府東戶政所,2,395020000A
395025900A,臺南市安南戶政事務所,安南戶政所,2,395020000A
395026000A,臺南市府北戶政事務所,府北戶政所,2,395020000A
395026100A,臺南市新營戶政事務所,新營戶政所,2,395020000A
395026200A,臺南市府南戶政事務所,府南戶政所,2,395020000A
395026300A,臺南市歸仁戶政事務所,歸仁戶政所,2,395020000A
395026400A,臺南市佳里戶政事務所,佳里戶政所,2,395020000A
395026500A,臺南市白河戶政事務所,白河戶政所,2,395020000A
395026600A,臺南市中西戶政事務所,中西戶政所,2,395020000A
395026700A,臺南市善化戶政事務所,善化戶政所,2,395020000A
395026800A,臺南市仁德戶政事務所,仁德戶政所,2,395020000A
395026900A,臺南市麻豆戶政事務所,麻豆戶政所,2,395020000A
395027000A,臺南市安平戶政事務所,安平戶政所,2,395020000A
395027100A,臺南市新化戶政事務所,新化戶政所,2,395020000A
395027200A,臺南市學甲戶政事務所,學甲戶政所,2,395020000A
395027300A,臺南市玉井戶政事務所,玉井戶政所,2,395020000A
395027400A,臺南市官田戶政事務所,官田戶政所,2,395020000A
395040000E,臺南市政府教育局,教育局,1,395000000A
395040001-,臺南市政府教育局局長室,局長室,2,395040000E
395040002-,臺南市政府教育局副局長室,副局長室,2,395040000E
395040003-,臺南市政府教育局專門委員室,專委室,2,395040000E
395040006-,臺南市政府教育局主任秘書室,主任秘書室,2,395040000E
395040011-,臺南市政府教育局人事室,人事室,2,395040000E
3950400111,臺南市政府教育局人事室第一股,人事室第一股,3,395040011-
3950400112,臺南市政府教育局人事室第二股,人事室第二股,3,395040011-
395040012-,臺南市政府教育局秘書室,秘書室,2,395040000E
395040013-,臺南市政府教育局會計室,會計室,2,395040000E
395040014-,臺南市政府教育局政風室,政風室,2,395040000E
395040021-,臺南市政府教育局中等教育科,中等教育科,2,395040000E
3950400211,臺南市政府教育局中等教育科第一股,中等教育科第一股,3,395040021-
3950400212,臺南市政府教育局中等教育科第二股,中等教育科第二股,3,395040021-
395040022-,臺南市政府教育局課程發展科,課程發展科,2,395040000E
3950400221,臺南市政府教育局課程發展科第一股,課程發展科第一股,3,395040022-
3950400222,臺南市政府教育局課程發展科第二股,課程發展科第二股,3,395040022-
395040024-,臺南市政府教育局學輔校安科,學輔校安科,2,395040000E
3950400241,臺南市政府教育局學輔校安科第一股,學輔校安科第一股,3,395040024-
3950400242,臺南市政府教育局學輔校安科第二股,學輔校安科第二股,3,395040024-
395040025-,臺南市政府教育局社會教育科,社會教育科,2,395040000E
395040026-,臺南市政府教育局特幼教育科,特幼教育科,2,395040000E
3950400261,臺南市政府教育局特幼教育科第一股,特幼教育科第一股,3,395040026-
3950400262,臺南市政府教育局特幼教育科第二股,特幼教育科第二股,3,395040026-
395040027-,臺南市政府教育局永續校園科,永續校園科,2,395040000E
395040100E,臺南市南瀛科學教育館,南瀛科教館,2,395040000E
395040200E,臺南市家庭教育中心,家庭教育中心,2,395040000E
395040300E,臺南市體育處,體育處,2,395040000E
395040311-,臺南市體育處總務組,總務組,3,395040300E
395040312-,臺南市體育處活動組,活動組,3,395040300E
395040313-,臺南市體育處籌備會,籌備會,3,395040300E
395049100U,臺南市立南寧高級中學,南寧高中,2,395040000E
395049200U,臺南市立土城高級中學,土城高中,2,395040000E
395049300U,臺南市立永仁高級中學,永仁高中,2,395040000E
395049400U,臺南市立大灣高級中學,大灣高中,2,395040000E
395055100X,臺南市立大成國民中學,大成國中,2,395040000E
395055200X,臺南市立延平國民中學,延平國中,2,395040000E
395055300X,臺南市立安南國民中學,安南國中,2,395040000E
395055400X,臺南市立中山國民中學,中山國中,2,395040000E
395055500X,臺南市立金城國民中學,金城國中,2,395040000E
395055600X,臺南市立忠孝國民中學,忠孝國中,2,395040000E
395055700X,臺南市立成功國民中學,成功國中,2,395040000E
395055800X,臺南市立建興國民中學,建興國中,2,395040000E
395055900X,臺南市立民德國民中學,民德國中,2,395040000E
395056000X,臺南市立後甲國民中學,後甲國中,2,395040000E
395056100X,臺南市立安平國民中學,安平國中,2,395040000E
395056200X,臺南市立安順國民中學,安順國中,2,395040000E
395056300X,臺南市立復興國民中學,復興國中,2,395040000E
395056400X,臺南市立新興國民中學,新興國中,2,395040000E
395056500X,臺南市立文賢國民中學,文賢國中,2,395040000E
395056600X,臺南市立崇明國民中學,崇明國中,2,395040000E
395056700X,臺南市立和順國民中學,和順國中,2,395040000E
395056800X,臺南市立海佃國民中學,海佃國中,2,395040000E
395056900X,臺南市立歸仁國民中學,歸仁國中,2,395040000E
395057000X,臺南市立永康國民中學,永康國中,2,395040000E
395057100X,臺南市立新化國民中學,新化國中,2,395040000E
395057200X,臺南市立善化國民中學,善化國中,2,395040000E
395057300X,臺南市立玉井國民中學,玉井國中,2,395040000E
395057400X,臺南市立麻豆國民中學,麻豆國中,2,395040000E
395057500X,臺南市立下營國民中學,下營國中,2,395040000E
395057600X,臺南市立六甲國民中學,六甲國中,2,395040000E
395057700X,臺南市立佳里國民中學,佳里國中,2,395040000E
395057800X,臺南市立學甲國民中學,學甲國中,2,395040000E
395057900X,臺南市立南新國民中學,南新國中,2,395040000E
395058000X,臺南市立鹽水國民中學,鹽水國中,2,395040000E
395058100X,臺南市立白河國民中學,白河國中,2,395040000E
395058200X,臺南市立東山國民中學,東山國中,2,395040000E
395058300X,臺南市立仁德國民中學,仁德國中,2,395040000E
395058400X,臺南市立關廟國民中學,關廟國中,2,395040000E
395058500X,臺南市立龍崎國民中學,龍崎國中,2,395040000E
395058600X,臺南市立新市國民中學,新市國中,2,395040000E
395058700X,臺南市立安定國民中學,安定國中,2,395040000E
395058800X,臺南市立山上國民中學,山上國中,2,395040000E
395058900X,臺南市立楠西國民中學,楠西國中,2,395040000E
395059000X,臺南市立南化國民中學,南化國中,2,395040000E
395059100X,臺南市立左鎮國民中學,左鎮國中,2,395040000E
395059200X,臺南市立官田國民中學,官田國中,2,395040000E
395059300X,臺南市立大內國民中學,大內國中,2,395040000E
395059400X,臺南市立西港國民中學,西港國中,2,395040000E
395059500X,臺南市立後港國民中學,後港國中,2,395040000E
395059600X,臺南市立將軍國民中學,將軍國中,2,395040000E
395059700X,臺南市立北門國民中學,北門國中,2,395040000E
395059800X,臺南市立新東國民中學,新東國中,2,395040000E
395059900X,臺南市立柳營國民中學,柳營國中,2,395040000E
395060000X,臺南市立後壁國民中學,後壁國中,2,395040000E
395060100X,臺南市立竹橋國民中學,竹橋國中,2,395040000E
395060200X,臺南市立東原國民中學,東原國中,2,395040000E
395060300X,臺南市立佳興國民中學,佳興國中,2,395040000E
395060400X,臺南市立菁寮國民中學,菁寮國中,2,395040000E
395060500X,臺南市立仁德文賢國民中學,仁德文賢國中,2,395040000E
395060600X,臺南市立太子國民中學,太子國中,2,395040000E
395060700X,臺南市立大橋國民中學,大橋國中,2,395040000E
395060800X,臺南市立沙崙國民中學,沙崙國中,2,395040000E
395060900z,臺南市私立昭明國民中學,昭明國中,2,395040000E
395070100Y,臺南市東區勝利國民小學,東區勝利國小,2,395040000E
395070200Y,臺南市東區大同國民小學,東區大同國小,2,395040000E
395070300Y,臺南市東區東光國民小學,東區東光國小,2,395040000E
395070400Y,臺南市東區博愛國民小學,東區博愛國小,2,395040000E
395070500Y,臺南市南區省躬國民小學,南區省躬國小,2,395040000E
395070600Y,臺南市南區喜樹國民小學,南區喜樹國小,2,395040000E
395070700Y,臺南市南區龍崗國民小學,南區龍崗國小,2,395040000E
395070800Y,臺南市南區日新國民小學,南區日新國小,2,395040000E
395070900Y,臺南市南區新興國民小學,南區新興國小,2,395040000E
395071000Y,臺南市南區志開國民小學,南區志開國小,2,395040000E
395071100Y,臺南市北區立人國民小學,北區立人國小,2,395040000E
395071200Y,臺南市北區公園國民小學,北區公園國小,2,395040000E
395071300Y,臺南市北區開元國民小學,北區開元國小,2,395040000E
395071400Y,臺南市北區大光國民小學,北區大光國小,2,395040000E
395071500Y,臺南市安平區石門國民小學,安平區石門國小,2,395040000E
395071600Y,臺南市安平區西門國民小學,安平區西門國小,2,395040000E
395071700Y,臺南市安南區安順國民小學,安南區安順國小,2,395040000E
395071800Y,臺南市安南區海東國民小學,安南區海東國小,2,395040000E
395071900Y,臺南市安南區土城國民小學,安南區土城國小,2,395040000E
395072000Y,臺南市安南區鎮海國民小學,安南區鎮海國小,2,395040000E
395072100Y,臺南市安南區長安國民小學,安南區長安國小,2,395040000E
395072200Y,臺南市安南區顯宮國民小學,安南區顯宮國小,2,395040000E
395072300Y,臺南市安南區安佃國民小學,安南區安佃國小,2,395040000E
395072400Y,臺南市安南區和順國民小學,安南區和順國小,2,395040000E
395072500Y,臺南市安南區南興國民小學,安南區南興國小,2,395040000E
395072600Y,臺南市東區德高國民小學,東區德高國小,2,395040000E
